ROTACI”N DUANA;;;;;;
MEDICAMENTO;MOLECULA;PROMEDIO MES;STOCK FARMACIA;PEDIDO 60 DIAS;;STOCK BODEGA
PROGRAF XL 1MG CAPSULA DE LIBERACION PROGRAMADA | CAJA X 50. JANSSEN;TACROLIMUS;315;520;110;;2810
PROGRAF XL 3mg CAPSULA DE LIBERACION PROGRAMADA | CAJA X 50. JANSSEN;TACROLIMUS;135;280;0;;200
PROGRAF XL 5MG CAPSULA DE LIBERACION PROGRAMADA | CAJA X 50. JANSSEN;TACROLIMUS;475;510;440;;160
PROLASTAT 0.5mg TABLETA | CAJA X 8. SIEGFRIED;CABERGOLINA;100;159;41;;6204
PROPAFENONA 150 MG TABLETA | CAJA X 30. GEN-FAR S.A;PROPAFENONA;135;285;0;;12470
PROPRANOLOL 40MG TABLETA | CAJA X 300. LAPROFF;PROPRANOLOL;1245;2015;475;;41520
PROPRANOLOL 80mg TABLETA | CAJA X 300. LAPROFF;PROPRANOLOL;75;410;0;;16010
PROSTARIDE 4MG TABLETA | CAJA X 30. GARMISCH;DOXAZOSINA;60;195;0;;863
PROTECTOR SOLAR SPF 57 80G FRASCO | CAJA X 1. DUMIAN MEDICAL S.A.S;BLOQUEADOR SOLAR;1;3;0;;38
PROTOMAX  100 MG TABLETA | CAJA X 30. VITALCHEM;TOPIRAMATO;30;60;0;;5720
PROTOMAX 50mg TABLETA | CAJA X 30. VITALCHEM;TOPIRAMATO;180;330;30;;5580
PURPUCINA 0.03% UNGUENTO OFTALMICO | TUBO X 5G. RIDHI PHARMA;GENTAMICINA (SULFATO);3;12;0;;234
QUETIDIN 25MG TABLETA CON RECUBIER | CAJA X 30. GYNOPHARMA;QUETIAPINA;63;170;0;;1620
RANITIDINA 150MG TABLETA | CAJA X 20. COASPHARMA;RANITIDINA (CLORHIDRATO);1215;3611;0;;168130
RANITIDINA 150 MG TABLETA | CAJA X 300. B.C.N MEDICAL;RANITIDINA (CLORHIDRATO);0;300;0;;1660
RANITIDINA 150mg TABLETA | CAJA X 300. LAPROFF;RANITIDINA (CLORHIDRATO);767;0;1534;;5040
RANITIDINA 300MG TABLETA | CAJA X 10. GEN-FAR S.A;RANITIDINA (CLORHIDRATO);99;502;0;;69040
RANITIDINA 300MG TABLETA | CAJA X 300. LAPROFF;RANITIDINA (CLORHIDRATO);145;0;290;;1450
RANITIDINA 50MG/2ML SOLUCION INYECTABLE | CAJA X 10. PROCAPS;RANITIDINA (CLORHIDRATO);2;8;0;;82
RANITIDINA (CLORHIDRATO) 50mg/2mL SOLUCION INYECTABLE | CAJA X 5. GEN-FAR S.A;RANITIDINA (CLORHIDRATO);3;0;6;;37885
RAPAMUNE 1MG TABLETA O GRAGEA | CAJA X 100. PFIZER;SIROLIMUS;45;20;70;;0
RELAXKOV 4mg TABLETA | CAJA X 20. BLASKOV;TIZANIDINA;821;674;968;;37946
RELESTAT 0.5mg/mL SOLUCION OFTALMICAS | FRASCO X 5mL. ALLERGAN;EPINASTINA CLORHIDRATO;2;1;3;;36
REMINYL ER 8MG TABLETA | CAJA X 7. JANSSEN;GALANTAMINA;60;146;0;;140
RHIFISOL SSN 0.9% SOLUCION NASAL | FRASCO X 30ML. GERCO;SUERO FISIOLOGICO;151;404;0;;2366
RIFAMPICINA 300MG CAPSULA | CAJA X 20. PROCAPS;RIFAMPICINA;5;0;10;;110
RIFAMPICINA 300mg CAPSULA | CAJA X 20. TECNOQUIMICAS;RIFAMPICINA;140;400;0;;9820
RILUTEK 50MG TABLETA | CAJA X 56. SANOFI-AVENTIS;RILUZOLE;56;0;112;;1008
RISPERDAL CONSTA 25MG SOLUCION INYECTABLE | CAJA X 1. JANSSEN;RISPERIDONA;3;3;3;;0
RISPERIMED  3MG TABLETA | CAJA X 20. VITALCHEM;RISPERIDONA;510;585;435;;29748
RITONAX 100MG TABLETA | CAJA X 30. BIOTOSCANA;RITONAVIR;300;0;600;;1230
RITONAX 100MG TABLETA O CAPSULA | FRASCO X 60. BIOTOSCANA;RITONAVIR;165;810;0;;150
ROSULFANT 500mg TABLETA | CAJA X 10. ROPSOHN;SULFASALAZINA;1335;2250;420;;134640
ROSUVAX 20MG TABLETA | CAJA X 30. GARMISCH;ROSUVASTATINA;15;0;30;;36220
ROSUVINA 20 MG TABLETA | CAJA X 28. LEGRAND;ROSUVASTATINA;45;174;0;;60748
ROXICAINA 2% GEL O JALEA | TUBO X 30mL. ROPSOHN;LIDOCAINA SIMPLE;27;79;0;;1483
ROXICAINA SIMPLE 1% AMPOULEPACK X 10mL SOLUCION INYECTABLE | CAJA X 24. ROPSOHN;LIDOCAINA SIMPLE;8;24;0;;1374
ROXICAINA SIMPLE S/P 2% AMPOULEPACK X 10mL SOLUCION INYECTABLE | CAJA X 24. ROPSOHN;LIDOCAINA SIMPLE;1;10;0;;134
SABRIL 500MG TABLETA | CAJA X 60. SANOFI-AVENTIS;VIGABATRIN;90;150;30;;1860
SALBUTAMOL  2MG/5ML JARABE | FRASCO X 120ML. LAPROFF;SALBUTAMOL (SULFATO);1;2;0;;323
SALES DE REHIDRATACION ORAL 28 GR SOBRE | CAJA X 30. JQ LABORATORIOS;SALES DE REHIDRATACION ORAL;107;285;0;;89528
SALOFALK 1G POLVO PARA DISOLVER | CAJA X 20. BIOTOSCANA;MESALAZINA;20;160;0;;1300
SALOFALK 4g/60mL ENEMA | CAJA X 7. BIOTOSCANA;MESALAZINA;7;14;0;;370
SALOFALK 500MG SUPOSITORIO | CAJA X 10. BIOTOSCANA;MESALAZINA;30;50;10;;1390
SANDIMMUN NEORAL 100MG C¡PSULA | CAJA X 50. NOVARTIS;CICLOSPORINA;60;120;0;;400
SANDIMMUN NEORAL 25MG C¡PSULA | CAJA X 50. NOVARTIS;CICLOSPORINA;450;525;375;;2395
SANDIMMUN NEORAL 50MG C¡PSULA | CAJA X 50. NOVARTIS;CICLOSPORINA;210;162;258;;2000
SATOREN 100MG TABLETA O GRAGEA | CAJA X 105. BUSSIE;LOSARTAN POTASICO;135;260;10;;419205
SEAMIB 500MG SUSPENSION ORAL | FRASCO X 15ML. BIOQUIFAR;SECNIDAZOL;0;3;0;;2
SECNIDAZOL 500mg TABLETA | CAJA X 4. GEN-FAR S.A;SECNIDAZOL;423;592;254;;10897
SEROQUEL 100 MG 100mg TABLETA CON RECUBIER | CAJA X 30. ASTRA ZENECA;QUETIAPINA;30;30;30;;960
SERTRALINA 100 MG TABLETA | CAJA X 10. GEN-FAR S.A;SERTRALINA;135;260;10;;26340
SERTRALINA 50mg TABLETA | CAJA X 10. GEN-FAR S.A;SERTRALINA;3578;7200;0;;329315
SICCAFLUID  2.5 MG/G UNGUENTO OFTALMICO | FRASCO X 10 GR. QUIDECA;CARBOMERO 974 P;2;2;2;;25
SILDENAFIL 50mg TABLETA | CAJA X 4. GEN-FAR S.A;SILDENAFIL;248;348;148;;7636
SIMPAUSE 100MG CAPSULA | CAJA X 30. CHALVER;ISOFLAVONAS;15;0;30;;120
SINOVUL 150MCG+30MCG TABLETA | CAJA X 1050. LAFRANCOL;LEVONORGESTREL + ETINILESTRADIOL;504;798;210;;77553
SOMESE 0.25MG TABLETA | CAJA X 30. PFIZER;TRIAZOLAM;90;120;60;;1740
SONDA FOLLEY 12 X 5 2 VIAS  CX10 1 UNIDAD | . X 1. ETERNA;SONDAS QUIRURGICAS;1;4;0;;0
SONDA FOLLEY 18 X 5  2 VIAS 1 UNIDAD | CAJA X 10. CARDIOMED;SONDAS QUIRURGICAS;1;3;0;;718
SONDA NELATON # 06  1169CX50 1 UNIDAD | CAJA X 1. LABORATORIO SHERLEG S.A;SONDAS QUIRURGICAS;0;3;0;;1836
SONDA NELATON # 10 REF:1171 1 UNIDAD | CAJA X 1. LABORATORIO SHERLEG S.A;SONDAS QUIRURGICAS;205;250;160;;621
SONDA NELATON # 12 REF:1172 1 UNIDAD | CAJA X 1. LABORATORIO SHERLEG S.A;SONDAS QUIRURGICAS;17;50;0;;1781
SONDA NELATON # 14 REF: 1173 1 UNIDAD | CAJA X 1. LABORATORIO SHERLEG S.A;SONDAS QUIRURGICAS;563;480;646;;558
SONDA NELATON # 16 REF: 1174 1 UNIDAD | CAJA X 1. LABORATORIO SHERLEG S.A;SONDAS QUIRURGICAS;1;9;0;;3001
SONDA SUCCION #10 REF 1131 1 UNIDAD | CAJA X 50. LABORATORIO SHERLEG S.A;SONDAS QUIRURGICAS;0;200;0;;1616
SONDA SUCCION # 12 REF: 1132 SHERLEG 1 UNIDAD | CAJA X 1. COVIDIEN COLOMBIA S.A;SONDAS QUIRURGICAS;5;130;0;;1848
SONDA SUCCION # 14 KYOLING 1 UNIDAD | CAJA X 50. HL SUMINISTROS Y EQUIPOS MEDIC;SONDAS QUIRURGICAS;8;14;2;;6
SONDA SUCCION # 14 REF 1133 . UNIDAD | BOLSA X 50 UNDS. LABORATORIO SHERLEG S.A;SONDAS QUIRURGICAS;153;10;296;;2625
SPABOLAZ 4G POLVO PARA DISOLVER | CAJA X 50. BIOQUIFAR;PSYLLIUM MUSCILAGO;450;0;900;;125
STALEVO 150/37.5/200MG TABLETA | FRASCO X 30. NOVARTIS;ENTACAPONA/LEVODOPA /CARBIDOPA MONOHIDRATADA;480;510;450;;2700
STALEVO 200/50/200MG TABLETA | FRASCO X 30. NOVARTIS;ENTACAPONA/LEVODOPA /CARBIDOPA MONOHIDRATADA;60;120;0;;4770
STALEVO 50/12.5/200MG TABLETA | CAJA X 30. NOVARTIS;ENTACAPONA/LEVODOPA /CARBIDOPA MONOHIDRATADA;90;180;0;;2730
STAMYL . TABLETA | CAJA X 20. FARMA;PANCREATINA+SIMETICONA;4125;5916;2334;;2250
STOCRIN 600MG TABLETA O GRAGEA | FRASCO X 30. MERCK SHARP DOMME;EFAVIRENZ;30;60;0;;30
STOMAHESIVE PASTA REF:183910 1 UNIDAD | . X 1. BRISTOL MYERS SQUIBB;CURACIONES QUIRURGICAS;4;1;7;;2
STOMAHESIVE POLVO REF:25510 1 UNIDAD | . X 1. BRISTOL MYERS SQUIBB;CURACIONES QUIRURGICAS;1;2;0;;50
SUERO FISIOLOGICO 9% 09% SOLUCION INYECTABLE | BOLSA X 250 ML. QUIBI S.A.;CLORURO DE SODIO;1;9;0;;1259
SULFACETAMIDA 10% SOLUCION OFTALMICAS | FRASCO X 15mL. LABINCO;SULFACETAMIDA;3;5;1;;329
SULFATO FERROSO 125mg/mL SOLUCION ORAL | FRASCO X 20mL. LAPROFF;SULFATO FERROSO;5;10;0;;1739
SULFATO FERROSO 200mg TABLETA | CAJA X 300. LAPROFF;SULFATO FERROSO;255;430;80;;31460
SULFATO FERROSO 300mg TABLETA | CAJA X 300. LAPROFF;SULFATO FERROSO;1500;2750;250;;176936
SULFATO FERROSO 600mg/15mL JARABE | FRASCO X 120mL. LAPROFF;SULFATO FERROSO;8;21;0;;819
SULIMAX 500mg TABLETA CON RECUBIER | CAJA X 30. GARMISCH;MESALAZINA;75;510;0;;20150
SULTAMICILINA 375mg TABLETA | CAJA X 10. LA SANTE;AMPICILINA+SULBACTAM;250;1061;0;;19066
SULZINC 2MG/Ml JARABE | FRASCO X 80ml. HUMAX;SULFATO DE ZINC;0;5;0;;293
SYREA 500mg C¡PSULA | CAJA X 100. ALPHARMA;HIDROXIUREA;699;926;472;;12360
SYSTANE (4mg+3mg)/mL SOLUCION OFTALMICAS | FRASCO X 15mL. ALCON;POLIETILENGLICOL+PROPILENGLICOL;1;3;0;;837
SYSTANE ULTRA (4+3)mg/mL SOLUCION OFTALMICAS | FRASCO X 10mL. ALCON;POLIETILENGLICOL+PROPILENGLICOL;1;2;0;;55
TACROLIMUS 1MG CAPSULA | CAJA X 50. NOVARTIS;TACROLIMUS;75;50;100;;1810
TALOPRAM  10MG TABLETA CON RECUBIER | CAJA X 30. GARMISCH;OXALATO DE ESCITALOPRAM;915;1350;480;;38940
TAMSULOSINA  0.4MG CAPSULA DE LIBERACION PROGRAMADA | CAJA X 30. WINTHROOP;TAMSULOSINA;5425;8815;2035;;192330
TAXUS 20MG TABLETA | CAJA X 100. TECNOFARMA;TAMOXIFENO (CITRATO);1125;1970;280;;26830
TAZEPIN 30mg TABLETA | CAJA X 20. GARMISCH;MIRTAZAPINA;473;710;236;;13813
TEARS NATURAL FREE 0.8mL SOLUCION OFTALMICAS | CAJA X 32. ALCON;HIDROXIPROPIL METIL CELULOSA-DEXTRANO 70;1;3;0;;19
TEGRETOL RT 200MG TABLETA DE LIBERACION PROGRAMADA | CAJA X 20. NOVARTIS;CARBAMAZEPINA;90;190;0;;3510
TEGRETOL RT 400MG TABLETA DE LIBERACION PROGRAMADA | CAJA X 20. NOVARTIS;CARBAMAZEPINA;375;670;80;;13500
TELZIR 700MG TABLETA | FRASCO X 60. GLAXO;FOSAMPRENAVIR;300;480;120;;960
TEOFILINA RETARD 125mg TABLETA O CAPSULA | CAJA X 30. GEN-FAR S.A;TEOFILINA;390;850;0;;64790
TEOFILINA RETARD 300mg TABLETA O CAPSULA | CAJA X 100. EXPOFARMA;TEOFILINA;55;280;0;;22741
TERAZOSINA 5mg TABLETA | CAJA X 14. WINTHROOP;TERAZOSINA;4663;8035;1291;;115876
TERBINAFINA 250MG TABLETA | CAJA X 14. GEN-FAR S.A;TERBINAFINA;352;473;231;;9749
TEROMAR ROTACAPS (REVOLIZER) CAPSULAS X 30 X18mcg FRASCO | . X .. BIOTOSCANA;TIOTROPIO;7;16;0;;653
TESTOVIRON DEPOT 250MG SOLUCION INYECTABLE | CAJA X 1. BAYER;TESTOSTERONA ENANTATO;5;13;0;;171
TETMODISS 25MG TABLETA | FRASCO X 112. FARMA TRADE S.A.S;TETRABENAZINA;112;224;0;;0
TETRACICLINA 500MG CAPSULA | CAJA X 100. GEN-FAR S.A;TETRACICLINA CLORHIDRATO;0;30;0;;6469
THIOCTACID HR 600MG TABLETA CON RECUBIER | FRASCO X 30. MERCK;ACIDO TIOCTICO;30;120;0;;7500
TIAMAX  100MG TABLETA | CAJA X 30. GARMISCH;QUETIAPINA;488;730;246;;34964
TIAMAX 200MG TABLETA | CAJA X 30. GARMISCH;QUETIAPINA;720;1040;400;;32550
TIAMAX 25mg TABLETA | CAJA X 30. GARMISCH;QUETIAPINA;1196;2384;8;;59460
TIAMINA 100mg/mL SOLUCION INYECTABLE | CAJA X 12. ECAR;TIAMINA;0;1;0;;3153
TIAMINA 300MG TABLETA O CAPSULA | CAJA X 500. ECAR;TIAMINA;2020;4205;0;;172
TIMALAR NASAL 100MCG AEROSOL | FRASCO X 200DOSIS. GRUFARMA;BUDESONIDA;2;3;1;;0
TINIDAZOL 200MG/ML SUSPENSION ORAL | FRASCO X 15ML. COASPHARMA;TINIDAZOL;7;12;2;;294
TINIDAZOL 500mg TABLETA | CAJA X 640. ECAR;TINIDAZOL;797;1553;41;;17120
TIRAS DE GLUCOMETRIA ACCUCHEK ACTIVE 1 UNIDAD | CAJA X 50. PRODUCTOS ROCHE S.A;TIRAS REACTIVAS;3;6;0;;1
TIRAS DE GLUCOMETRIA ON CALL ADVANCED 1 UNIDAD | CAJA X 50. DUMIAN MEDICAL S.A.S;TIRAS REACTIVAS;1;4;0;;4
TOBRAMICINA 0.3% SOLUCION OFTALMICAS | FRASCO X 5 ML. TECNOQUIMICAS;TOBRAMICINA;2;6;0;;360
TOBRAVISION 3% SOLUCION OFTALMICAS | FRASCO X 5ML. VITALIS;TOBRAMICINA;1;3;0;;2
TOLAK E 300mg+200mg TABLETA | CAJA X 30. LEGRAND;EMTRICITABINA+TENOFOVIR DISOPR;210;540;0;;8700
TOPAMAC 100mg TABLETA | FRASCO X 28. JANSSEN;TOPIRAMATO;150;104;196;;196
TOPIRAMATO 100MG TABLETA | CAJA X 20. NOVARTIS;TOPIRAMATO;60;140;0;;120
TOPTEAR 0.4% SOLUCION OFTALMICAS | FRASCO X 10ML. SCANDINAVIA;HIALURONATO DE SODIO;43;54;32;;80
TOTAL COMFORT 5mg/mL SOLUCION OFTALMICAS | FRASCO X 15mL. WASSER;POLIVINILPIRROLIDONA;0;131;0;;3853
TOXOIDE TETANICO 0.5ML SOLUCION INYECTABLE | CAJA X 10. DELTA;TOXOIDE TETANICO;1;8;0;;2081
TRACTAL 1MG/ML GOTAS ORALES | FRASCO X 20 ML. SCANDINAVIA;RISPERIDONA;2;12;0;;199
TRAMADOL  100MG/2ML SOLUCION INYECTABLE | CAJA X 10. PROCAPS;TRAMADOL CLORHIDRATO;1;4;0;;11280
TRAMADOL 10% SOLUCION ORAL | FRASCO X 10mL. EXPOFARMA;TRAMADOL CLORHIDRATO;73;160;0;;9836
TRAMADOL 50mg CAPSULA | CAJA X 10. GEN-FAR S.A;TRAMADOL CLORHIDRATO;150;219;81;;22101
TRAMADOL 50mg/mL  SOLUCION INYECTABLE | CAJA X 1. GEN-FAR S.A;TRAMADOL CLORHIDRATO;1;2;0;;61
TRANEXAM 500mg TABLETA | CAJA X 10. ROPSOHN;TRANEXAMICO ACIDO;263;480;46;;14663
TRANSTEC 35MCG / H SISTEMA TRANSDERMICO | CAJA X 5. GRUNENTHAL;CLORHIDRATO DE BUPRENORFINA;11;5;17;;0
TRAVAD ENEMA RECTAL FOSF.RD0001 133ML RECTAL | CAJA X 60. BAXTER;FOSFATO DE SODIO DIBASICO+MONO;2;5;0;;99
TRAVAD PEG  160G POLVO PARA DISOLVER | FRASCO X . BAXTER;POLIETILENGLICOL;14;24;4;;673
TRAZODONA 50mg TABLETA | CAJA X 50. GEN-FAR S.A;TRAZODONA CLORHIDRATO;3984;6842;1126;;161500
TRESILEN 0.10% CREMA | TUBO X 15g. BIOCHEM;DESONIDA;9;7;11;;1679
TRESILEN 0.5% CREMA | TUBO X 15G. BIOCHEM;DESONIDA;115;173;57;;4742
TRETINEX 20MG CAPSULA | CAJA X 30. GYNOPHARMA;ISOTRETINOINA;455;820;90;;8210
TRIAMCINOLONA A 10MG/ML X 5ML SOLUCION INYECTABLE | CAJA X 1. RYAN;TRIAMCINOLONA;13;35;0;;406
TRILEPTAL 6% SUSPENSION ORAL | FRASCO X 100ML. NOVARTIS;OXCARBAZEPINA;5;10;0;;135
TRIMEBUTINA 200MG TABLETA | CAJA X 300. LAPROFF;TRIMEBUTINA;4576;9508;0;;110100
TRIMEBUTINA 200mg TABLETA | CAJA X 30. GEN-FAR S.A;TRIMEBUTINA;6113;11114;1112;;10
TRIMETOPRIM SULFA 40/200MG SUSPENSION ORAL | FRASCO X 120ML. ECAR;TRIMETOPRIM + SULFAMETOXAZOL;3;2;4;;909
TRIMETOPRIM SULFA 80/400mg TABLETA | CAJA X 100. GEN-FAR S.A;TRIMETOPRIM + SULFAMETOXAZOL;60;210;0;;13042
TRIMETOPRIM SULFA F 160/800mg TABLETA | CAJA X 100. GEN-FAR S.A;TRIMETOPRIM + SULFAMETOXAZOL;458;730;186;;50228
TRIMETOPRIM SULFA F 80-400MG/5ML SUSPENSION ORAL | FRASCO X 120ML. GEN-FAR S.A;TRIMETOPRIM + SULFAMETOXAZOL;0;4;0;;222
TRIMICORT 0.05% LOCION | FRASCO X 60ML. PROFMA EU;CLOBETASOL;54;115;0;;4557
TRIVIRAL 300+150+300 TABLETA | CAJA X 30. LEGRAND;ABACAVIR+LAMIVUDINA+ZIDOVUDINA;120;300;0;;1380
TRUSOPT 2% SOLUCION OFTALMICAS | FRASCO X 5ML. FROSST O MSD;DORZOLAMIDA;1;1;1;;155
ULTEC PRO 10X10 REF: 9801 CX5 1 UNIDAD | . X 1. COVIDIEN COLOMBIA S.A;CURACIONES QUIRURGICAS;0;4;0;;493
ULTEC PRO 20X20 REF: 9804 CX5 1 UNIDAD | . X 1. COVIDIEN COLOMBIA S.A;CURACIONES QUIRURGICAS;2;7;0;;8
UREADERM LACTATO 5+8% LOCION | FRASCO X 225mL. SCANDINAVIA;UREA;6;6;6;;17
UROCIT K 1080 MG TABLETA DE LIBERACION PROGRAMADA | CAJA X 100. FARMA;POTASIO CITRATO;195;330;60;;4900
UROPRAN 5mg TABLETA | CAJA X 20. TECNOQUIMICAS;OXIBUTININO;2400;4035;765;;95050
UTROGESTAN 200mg CAPSULA | CAJA X 15. BIOPASS;PROGESTERONA;3;0;6;;15
VACUNA AGRIPPAL  S1 15MCG SOLUCION INYECTABLE | CAJA X 1. NOVARTIS;VACUNA+ANTIGRIPAL+VIRUS INACTIVA;0;3;0;;0
VACUNA FLUQUADRI 0.25MG SOLUCION INYECTABLE | CAJA X 1. SANOFI PASTEUR;VACUNA CUADRIVALENTE CONTRA EL;1;2;0;;0
VACUNA HEPAVAX GENE TF 20mcg SOLUCION INYECTABLE | CAJA X 1. BIOTOSCANA;VACUNA ANTIHEPATITIS;1;4;0;;24
VACUNA PNEUMOVAX 0.5ML SOLUCION INYECTABLE | CAJA X 1. MERCK SHARP DOMME;VACUNA+ANTINEUMOCOCCICA  POLIVAL;3;6;0;;0
VACUNA PREVENAR VALENTE CONJUGADA 13 X 5ML SOLUCION INYECTABLE | CAJA X 1. PFIZER;VACUNA CONTRA NEUMOCOCO;0;2;0;;0
VACUNA VARISELA BIKEN 1400 PFU SOLUCION INYECTABLE | CAJA X 1. SANOFI PASTEUR;VACUNA+ANTIVARICELA VIRUS VIVO A;0;1;0;;0
VACUNA VIRUS PAPILOMA GARDASIL 20MCG SOLUCION INYECTABLE | CAJA X 0.5 ML. VARIOS E IMPORTADOS;VACUNA+LISADOS BACTERIANOS;1;1;1;;0
VALCOX 10MG TABLETA | CAJA X 30. GARMISCH;MEMANTINE;2565;4455;675;;56380
VALSARTAN 160 MG TABLETA | CAJA X 14. LA SANTE;VALSARTAN;367;1069;0;;94340
VALSARTAN 80mg TABLETA | CAJA X 14. GEN-FAR S.A;VALSARTAN;235;406;64;;5981
VAXDIL 10MG TABLETA O GRAGEA | CAJA X 30. LICOL;MINOXIDIL;30;150;0;;19940
VENDA ELASTICA 5X5      BOLSA X 50 1 UNIDAD | . X 1. LAOREN INTERNATIONAL S.A;VENDAS QUIRURGICAS;0;12;0;;0
VENDA ELASTICA 6X5 COLOR PIEL 1 UNIDAD | CAJA X 1. SUPERTEX;VENDAS QUIRURGICAS;15;2;28;;1053
VENDEP XR 75MG CAPSULA | CAJA X 10. VITALCHEM;VENLAFAXINA;30;60;0;;4430
VENLAFAXINA 75MG CAPSULA | CAJA X 10. LA SANTE;VENLAFAXINA;540;875;205;;28830
VENOSMIL 200MG CAPSULA | CAJA X 60. FAES FARMA;HIDROSMINA;60;60;60;;0
VERAPAMILO 120 MG TABLETA | CAJA X 300. GEN-FAR S.A;VERAPAMILO CLORHIDRATO;60;435;0;;168520
VERAPAMILO 80MG TABLETA | CAJA X 300. GEN-FAR S.A;VERAPAMILO CLORHIDRATO;45;110;0;;355900
VERAPAMILO RETARD 240MG TABLETA | CAJA X 10. GEN-FAR S.A;VERAPAMILO CLORHIDRATO;0;60;0;;28810
VERSATIS 5% PARCHE .70G PARCHES | CAJA X 5. GRUNENTHAL;LIDOCAINA SIMPLE;45;165;0;;130
VERTIX 8MG TABLETA | CAJA X 50. LAFRANCOL;BETAHISTINA;1107;2118;96;;0
VIBRADOX 100mg TABLETA | CAJA X 250. BIOQUIFAR;DOXICICLINA;494;42;946;;60
VIMPAT 50mg TABLETA | CAJA X 14. BIOPASS;LACOSAMIDA;84;140;28;;1386
VIMPAT 50MG TABLETA | CAJA X 28. BIOPASS;LACOSAMIDA;0;56;0;;1736
VITAMINA B12 1MG/1ML SOLUCION INYECTABLE | CAJA X 25. ECAR;VITAMINA B12;8;9;7;;12282
VITAMINA C  500MG TABLETA | CAJA X 250. ECAR;ACIDO ASCORBICO;75;175;0;;645548
VOLIBRIS 5MG TABLETA | FRASCO X 30. GLAXO;AMBRISENTAN;45;30;60;;0
WARFARINA 5MG TABLETA | CAJA X 250. EUROPACK;WARFARINA SODICA;240;545;0;;23344
WASSERFRIN 0.025% SOLUCION NASAL | FRASCO X 15ml. WASSER;OXIMETAZOLINA;7;18;0;;4762
WASSERFRIN 0.05% SOLUCION NASAL | FRASCO X 15mL. WASSER;OXIMETAZOLINA;5;9;1;;1352
WASSERTIM 0.5% SOLUCION OFTALMICAS | FRASCO X  5 ML. TECNOQUIMICAS;TIMOLOL MALEATO;56;103;9;;4461
WASSERTROL 0.1%/0.35%6000UI SOLUCION OFTALMICAS | FRASCO X 5mL. TECNOQUIMICAS;POLIMIXINA B+NEOMICINA+DEXAMETASONA;28;82;0;;8619
WASSERTROL . UNGUENTO OFTALMICO | TUBO X 5g. TECNOQUIMICAS;POLIMIXINA B+NEOMICINA+DEXAMETASONA;1;5;0;;1029
WASSERVOLT 0.1% SOLUCION OFTALMICAS | FRASCO X 5ML. WASSER;DICLOFENACO;3;8;0;;300
XALATAN 0.005% SOLUCION OFTALMICAS | FRASCO X 2.5ML. PFIZER;LATANOPROST;1;2;0;;92
XARELTO 15MG TABLETA CON RECUBIER | CAJA X 28. BAYER;RIVAROXABAN;56;84;28;;5153
XARELTO 20MG TABLETA CON RECUBIER | CAJA X 28. BAYER;RIVAROXABAN;309;363;255;;4340
XEGRES 5ML SOLUCION OFTALMICAS | FRASCO X 1. SCANDINAVIA;TIMOLOL+DORZOLAIDA+BRIMONIDINA;2;6;0;;41
XILBAC 250MG/5ML SUSPENSION ORAL | FRASCO X 100ML. GEN-FAR S.A;AMPICILINA+SULBACTAM;1;2;0;;104
YODOPOVIDONA 10% SOLUCION TOPICA | FRASCO X 120ML. GEN-FAR S.A;YODOPOVIDONA;1;8;0;;1010
YODOPOVIDONA  10% SOLUCION TOPICA | FRASCO X 120ML. LAPROFF;YODOPOVIDONA;2;0;4;;4
YODOPOVIDONA BUCOFARINGEO 10% .08G SOLUCION ORAL | FRASCO X 120ML. GEN-FAR S.A;YODOPOVIDONA;2;1;3;;17
YODOPOVIDONA ESPUMA 8% SOLUCION TOPICA | FRASCO X 120ML. GEN-FAR S.A;YODOPOVIDONA;1;3;0;;862
ZETIA 10MG TABLETA | CAJA X 21. FROSST O MSD;EZETIMIBA;98;182;14;;4270
ZIDOVUDINA  10MG/ML SOLUCION ORAL | FRASCO X 240ML. HUMAX;ZIDOVUDINA;0;2;0;;116
ZINTERGIA 100MG CAPSULA | CAJA X 300. NOVAMED;AMANTADINA;2870;4830;910;;2950
ZINTREPID 10/40MG TABLETA | CAJA X 14. SCHERING PLOUGHT;SIMVASTATINA+EZETIMBA;28;28;28;;224
ZOLOF 50MG TABLETA | CAJA X 10. PFIZER;SERTRALINA;0;60;0;;0
ZOLOF 50MG TABLETA | CAJA X 20. PFIZER;SERTRALINA;60;20;100;;1970
ZOLPIDEM 10mg TABLETA | CAJA X 10. GEN-FAR S.A;ZOLPIDEM;2505;4528;482;;156480
ZOPICLONA 7,5MG TABLETA CON RECUBIER | CAJA X 10. GEN-FAR S.A;ZOPICLONA;130;190;70;;5620
ZURCAL 40mg TABLETA RECUBIERTA | CAJA X 28. TAKEDA;PANTOPRAZOL;30;24;36;;0
ZYMAXID 5% X 5ML SOLUCION OFTALMICAS | FRASCO X 1. ALLERGAN;GATIFLOXACINA;1;2;0;;2
AVODART 0.5MG TABLETA | CAJA X 30. GLAXO;DUTASTERIDA;15;0;30;;390
BETAMETASONA 4MG/1ML SOLUCION INYECTABLE | CAJA X 10. VITALIS;BETAMETASONA;1;0;2;;6289
BOTON GASTROSTOMIA # 14 X 2.5 MICKEY  T. 1 UNIDAD | . X 1. MINERVA MEDICAL S A S;TERAPIA RESPIRATORIA;1;0;2;;0
CLENOX 20MG/0.2ML SOLUCION INYECTABLE | CAJA X 1. PROCAPS;ENOXAPARINA;5;0;10;;216
CLENOX 40MG/0.4ML SOLUCION INYECTABLE | CAJA X 1. PROCAPS;ENOXAPARINA;2;0;4;;7152
